-3659792,-7683072,7936000,-1534480,3509760,-2895376,-3044368,6586368,7156208,-6343696,-1419776,5116400,-4058624,6459376,3771392,-2817024,8330752,3079152,-1677824,-4705808,7483888,5893616,2632192,-752656,-3454480,-6153216,7617520,5984256,4553200,2584560,817648,-1464832,-2825744,-4086272,-4951056,-6112256,-7535616,7468032,5683184,5640192,4493312,4415488,4121600,3790336,1811968,724992,621552,-860176,-1392144,-1478144,-2349072,-2480640,-3181568,-3415568,-4430336,-4806144,-4710416,-5642752,-5455360,-6603280,-7248896,-7409680,-7622144,-7637008,-8002560,8314368,-8098832,7666672,7747056,8142832
8069120,8053744,8316928,6553584,5390848,4875248,5563392,5808128,5153792,3638256,3358208,3418624,4145152,4250608,4162560,3001856,2519040,2470896,2501616,2530288,3974656,3373056,2017792,1135104,473088,1705968,2247152,1562608,1366512,2343424,2465280,1837056,1303536,2217968,1883120,1781760,1257968,1050112,1691632,2331136,2760192,2633728,2633200,2285040,1316848,1921520,2170880,2651648,1719280,2382848,2292224,1905648,2949120,2509312,2684400,2985472,2809856,2613248,2942464,3945472,4745712,4484592,4751360,4751360,4239856,4816384,4688896,4694000,3730416,3620864
3550192,3911664,3340784,3337728,3532272,3758592,2860016,4135936,4990448,4694512,3720192,5864944,6290928,4659200,5066752,4550640,2719232,3119616,3040256,4049392,4747264,5046784,4835824,5037568,5203440,5590512,5286896,5796352,5975536,5265408,6060544,6033904,7056384,6514176,6756864,6978032,6970368,8119792,8287232,-8222208,8364528,-7730688,-8227856,8070128,7234560,6419456,6060016,6470640,7526384,8117744,6341120,7742464,7702512,7420912,7283712,7591920,8119280,7041024,7859712,8045040,8181744,8302064,8355328,8143360,-8178688,7850992,7223792,8035824,-8239616,-8137744
-8271888,-7208960,7972864,7531008,7852528,-7617024,-7082000,-7307280,-7478288,-8233472,-8272896,-7937536,-7653888,-8165392,-7857664,7840752,6600176,8223728,-7282704,-8297984,8221168,-8037376,-8273408,-8201232,-6206976,-5868544,-6075920,-6386176,-6507024,-5886464,-5433344,-7089680,-7395856,-7032848,-6220288,-5737984,-5459456,-5776384,-5673472,-5504512,-4805136,-4941328,-3653136,-2167312,-3911168,-3491840,-3675152,-4235792,-5936640,-5422096,-4552208,-4828688,-5421056,-5970448,-7028224,-7334912,-7077392,-6189584,-5581328,-5528080,-5551104,-5327872,-4612096,-4589568,-4777488,-4948480,-4832256,-4649488,-3849216,-3563520
-4487680,-4982784,-3737104,-3978256,-4167696,-4429824,-2748432,-3189248,-3525648,-4066304,-5198864,-5683712,-4696080,-6646800,-6926848,-6187520,-5285888,-5750784,-6314496,-4754432,-5084160,-4083200,-3659776,-4360704,-3960320,-4661248,-3448336,-3723776,-3893248,-4078080,-3436048,-2616848,-5122064,-6034960,-4245520,-4236816,-5438976,-5558800,-4675600,-2973712,-4743696,-3658768,-2889216,-2476048,-2115072,-1610240,-1446928,-1518608,-1114112,-1096192,-1967616,-3006464,-2299920,-2637840,-4281856,-3225088,-3479568,-3164176,-3131408,-2678288,-3578368,-3715072,-3810816,-3368976,-3764736,-4517904,-3300864,-3316752,-3833872,-3310080
-4080144,-3885584,-5312528,-3630592,-1783808,-3554304,-3058176,-3338256,-2910720,-3069456,-3082768,-3033600,-4699152,-4611600,-3382288,-2789904,-3640320,-3845136,-3758608,-3591696,-2860560,-2218512,-2436112,-3572240,-3285520,-3337216,-3787776,-2693120,-2755088,-1295376,-2291712,-2229760,-2371072,-328208,-211984,597488,696320,158192,-158736,-991232,-336400,-388096,-1444352,-1862144,418288,-666640,-673280,-1875984,-1648656,-609792,-826384,264688,193024,-914448,-219152,-1205248,-628752,-1262080,-754176,-2267648,-1740800,-424464,150528,-1071616,-507408,432624,-1233920,-184848,-1192960,-358400
-274960,-240128,-260624,-209920,888320,176128,-515584,-167440,-725520,-477184,-930320,-778240,-1248784,-1389072,-1149440,-1178112,-902656,-1311744,-330256,-320016,-173056,173552,77824,-685056,-501760,-1078784,605680,-1149440,-1801744,-3337728,-1897472,-670736,921072,-28688,348672,-463360,845312,1358832,1482752,1354752,594928,1502192,843760,816112,685040,696320,-580112,-362496,-1772560,-2760208,130544,-149520,890880,349680,1589744,1065472,1605120,2658816,1624560,818176,-437248,-1494544,-622080,504832,1448960,3197440,2227184,2264560,265216,1127936
908800,-456208,-741376,285696,-389136,897008,548848,794624,78832,-218640,-2358784,-1547264,263680,-950272,1001984,2238976,3484144,1888240,1630704,-227856,-372224,-781840,1032688,1547264,-311824,-217600,-450048,-71680,-203792,705520,1280496,172528,733184,1168896,3007472,2729968,2406896,2948080,2339840,2001920,1691120,1404400,1297904,1849840,877040,1571312,1282560,-240640,1104384,2128384,3992064,4002800,2766832,3160048,2525680,1525232,1358832,427520,1059824,2833392,2224640,3063808,2690544,2488304,4605424,4589056,1492464,1850880,3803648,2036224
1069568,103424,-681488,-98304,-744960,1070080,1032704,688128,1785856,1193456,1047024,1057776,1880048,2272752,2174448,2212848,3408880,2474496,2212336,2353664,660480,-151056,-210448,156656,1657840,73728,1066480,2048000,2373120,2215408,2207728,2200048,2384384,2116080,2483200,2102256,1554928,1447424,1448432,939008,1332720,2278912,2352128,96768,1451008,1335808,129008,1851904,430576,-514576,285184,681984,1221632,2156544,1699328,1019392,724992,-288256,1892352,3436544,4213232,2371584,1490944,734208,617984,1794544,1702384,2134512,2323440,817152
1726976,2094592,1822720,1197568,1478144,2420208,1014256,901616,296432,1683440,2579456,2177008,958448,245760,95728,623600,1871872,2813952,3464704,3682304,3958272,2436608,2096624,634368,3010544,3348464,3275776,3232752,3132912,2040832,2111984,3702784,3247616,2088432,2251264,1582592,291328,2557440,2083824,2501616,2196480,1911808,2065408,1370096,1697264,1831920,1047552,1162752,266736,152576,484352,883696,-803328,3054080,3537408,3060224,3535872,2211840,1562624,589296,2121200,2163184,2852848,2788864,3866624,2390512,2867184,2612224,4192256,4414464
5049856,2467312,2549760,1815536,947712,478720,-525328,-180736,370160,681984,1974768,1005040,1722368,1397232,2130928,4325376,4148208,4286464,3239920,2431984,2715120,2291184,-71168,-1511936,-1734672,-1567744,-2713088,-2000912,-1748480,-559120,-115216,-46592,456704,488448,2234352,2250736,2685424,1164288,254448,1744384,3318784,3246592,2238464,3065840,2155504,2909184,2842624,1961456,2098160,2392048,1105408,2301440,875504,544768,663552,1425392,2100224,3145728,2298864,1369584,1131504,2338800,2417648,2063360,2804736,4196864,3060208,2398704,2579968,1648112
2085872,1065968,878576,1332720,1052672,727536,2328064,1954816,1516544,741888,308736,1896448,-446480,-341008,-278544,-817152,-442368,-635392,-16896,170992,1156096,1223152,1123840,1470976,681472,1193456,1048560,1629696,681968,1272304,912384,2116080,2046448,2841600,1644528,1046512,-101904,-155136,1747952,2463216,1296896,1185776,1113072,1223680,1407472,-550416,-1024016,164848,1774592,1313280,1461232,662528,-1046528,294896,-947200,-357888,594944,-578048,-1161728,-1115152,-412672,142848,2392064,2697216,1755648,940016,1377776,1076224,1332720,1007600
714240,-110080,410608,1303040,2401776,2076160,1757680,2449920,2025968,1688064,673264,-1779712,-1042432,-1479168,-569872,-70672,-2009600,-1767424,-1404928,-1143296,114672,1024,145392,-219136,606704,3257840,1711616,-168448,-934912,134656,-817664,502784,3667952,4192240,1823216,2055168,1658368,1758192,2310640,2101248,1281536,276480,-90128,1463792,2022912,1778176,1385984,77824,2380784,3108352,3247600,2335744,2428416,1768432,1631216,11248,230896,193520,920048,3227136,2375680,933872,1393136,1392640,1384448,57840,-33296,-25104,2112000,1808896
1815024,1744384,1814016,2116608,2742272,2198528,2193904,1463296,1772528,470512,485360,-805376,56832,474624,694256,919040,908800,-277504,-904720,271360,-472576,-865296,-1008656,-780800,-5136,-1914880,327664,891904,55808,-327184,-240128,1180656,936432,316416,2321408,1669104,2172928,783344,570368,-450048,78320,-382480,-519680,394736,1769984,541168,1807856,1585648,792560,500720,1433088,1157104,323584,1103344,292864,1477616,1379312,-156672,-1135616,-1967104,-1989648,-1069568,309760,1589744,2810368,2872304,2533888,2512896,2054656,-86544
-270352,990192,1679856,582640,1009664,824304,398832,79360,-704016,-212496,162816,-79888,-26624,-1240064,-833040,-520208,518640,1285104,1203696,622064,2160624,1325040,1180144,571904,-371200,-30736,1447408,-203776,514544,1418240,762864,-176128,-585744,-1265168,773104,317440,86528,-565776,-50704,904704,1415680,-373264,-685072,378352,1161728,390144,29184,-77824,-595472,491520,2151920,2791936,1659376,2105856,2715136,1587712,1352192,-526848,-1103888,-450064,-565248,-1173008,-844304,-76800,-399360,5632,573936,-337424,605168,1693680
